code	meaning
M-32620	HEMORRHOIDS
M-32650	CAPUT MEDUSAE
M-32660	VARICOCELE
M-32710	DIVERTICULOSIS
M-32800	EMPHYSEMA
M-32804	COMPENSATORY EMPHYSEMA
M-32830	EMPHYSEMA BULLOUS
M-32880	EMPHYSEMA, SUBCUTANEOUS
M-33000	RETENTION OF CONTENT (STASIS)
M-33020	HEMOGLOBIN CASTS
M-33030	HYALINE CASTS
M-33035	Granular casts
M-33050	CAST, MUCUS
M-33060	BILE STASIS
M-33090	EAR WAX, EXCESSIVE
M-33100	IMPACTION, NOS
M-33110	IMPACTION, FECAL
M-33120	RETENTION, MECONIUM
M-33170	KERATIN DEBRIS
M-33200	RETENTION, MUCUS
M-33300	RETENTION OF FLUID
M-33320	HYDROCEPHALUS
M-33325	CEREBROSPINAL FLUID RETENTION, NOS
M-33340	HYDROCEPHALUS, INTERNAL
M-3334x	HYDRANENCEPHALY
M-33350	HYDROCEPHALUS, EXTERNAL
M-33380	HYDROCELE
M-33400	CYST, NOS
M-33405	CYSTS, MULTIPLE
M-33406	CYST, MULTILOCULAR
M-33410	EPIDERMAL CYST
M-33420	CYST, EPITHELIAL
M-33430	CYST, SEBACEOUS
M-33500	CYST, FOLLICULAR
M-33520	CYST, LUTEAL
M-33540	CYST, HEMORRHAGIC
M-33700	CYST, PARASITIC
M-33770	CYST, SEROUS
M-33790	CYST, COLLOID
M-33820	MULTICYSTIC KIDNEY
M-33900	GAS COLLECTION, UNUSUAL, NOS
M-33960	PNEUMATOCELE
M-34000	OBSTRUCTION, NOS
M-34005	OBSTRUCTION, COMPLETE
M-34006	OBSTRUCTION, PARTIAL
M-34030	OBSTRUCTION, PARALYTIC ILEUS
M-34040	OBSTRUCTION, DYNAMIC ILEUS
M-34100	STENOSIS, NOS
M-34160	STRICTURE, NOS
M-34180	PARAPHIMOSIS
M-34210	TORSION
M-34220	VOLVULUS
M-34300	COLLAPSE, NOS
M-34301	COLLAPSE, ACUTE
M-34310	ATELECTASIS, NOS
M-34350	ATELECTASIS, COMPLETE
M-34370	ATELECTASIS, COMPRESSION
M-35000	BLOOD CLOT, NOS
M-35010	BLOOD CLOT, ANTEMORTEM
M-35100	THROMBUS, NOS
M-35102	THROMBUS, ORGANIZING
M-35103	THROMBUS, ORGANIZED
M-35130	THROMBUS, MURAL
M-35132	THROMBUS, MURAL, ORGANIZING
M-35140	THROMBUS, CANALIZED
M-35150	THROMBUS, FIBRIN
M-351X0	THROMBUS, EXPERIMENTAL
M-351X1	THROMBUS, SHAM
M-35300	EMBOLUS, NOS
M-35303	EMBOLUS, MULTIPLE
M-35311	THROMBOEMBOLISM, MASSIVE
M-35320	EMBOLUS, AIR
M-35350	EMBOLUS, FOREIGN BODY
M-35390	EMBOLUS, SEPTIC
M-36000	ENGORGEMENT, NOS
M-36100	CONGESTION, NOS
M-36101	CONGESTION, ACUTE
M-36102	CONGESTION, CHRONIC
M-36110	HYPEREMIA, NOS
M-36140	CONGESTION, PASSIVE
M-36141	ACUTE PASSIVE CONGESTION
M-36142	CHRONIC PASSIVE CONGESTION
M-36200	SPILLAGE, NOS
M-36220	LEAKAGE OF URINE
M-36240	MUCUS EXTRAVASATION
M-36270	PNEUMOTHORAX
M-36300	FLUID, FREE, NOS
M-36310	EFFUSION, SEROUS
M-36320	EFFUSION, SEROFIBRINOUS
M-36330	EFFUSION, SEROSANGUINOUS
M-36340	EFFUSION, CHYLOUS
M-36350	VESICLE, NOS
M-36380	SCAB
M-36500	EDEMA, NOS
M-36504	EDEMA, PITTING
M-3650X	SEROMA
M-36550	ANASARCA
M-36620	EDEMA, INTERCELLULAR (SPONGIOSIS)
M-36660	EDEMA, LYMPHATIC
M-36702	EXUDATE
M-36800	DISCHARGE, NOS
M-36810	BLOODY DISCHARGE
M-37000	HEMORRHAGE, NOS
M-37001	HEMORRHAGE, ACUTE
M-37006	HEMORRHAGE, LOCAL/FOCAL
M-37010	HEMORRHAGE, ECCHYMOTIC
M-37020	HEMORRHAGE, PETECHIAL
M-37050	PELIOSIS HEPATIS
M-37100	HEMATOMA, NOS
M-37103	HEMATOMA, CHRONIC
M-37300	PURPURA, NOS
M-37320	PURPURA HEMORRHAGICA
M-38000	ULCER, NOS
M-38003	ULCER, PERFORATED
M-38007	ULCER, HEALING
M-38008	ULCER, HEALED
M-38011	ULCER, ACUTE, BLEEDING
M-38020	ULCER, CHRONIC
M-38023	ULCER, CHRONIC, PERFORATED
M-38030	ULCER, FOCAL
M-38090	ULCER, PEPTIC
M-38350	ULCER, SUPERFICIAL (EROSION)
M-38403	ULCER, PYOGENIC, PERFORATED
M-39100	SEQUESTRUM, NOS
M-39110	LOOSE BODY (JOINT MICE)
M-39140	FIBRIN BODY
M-39150	INVOLUCRUM
M-39250	CANALIZATION, NOS
M-39300	FISTULA, ACQUIRED, NOS
M-39303	FISTULA ACQUIRED, SURGICAL
M-39400	Cavitation, NOS
M-39500	DENTAL CARIES, NOS
M-39800	PERFORATION, NOS
M-39820	PERFORATION, FOREIGN BODY
M-39823	PERFORATION, TRAUMATIC
M-40000	INFLAMMATION, NOS
M-40001	INFLAMMATION, FOCAL
M-40002	INFLAMMATION, CONFLUENT
M-40005	INFLAMMATION, ACTIVE
M-40030	INFLAMMATION, ULCERATIVE, NOS
M-40031	INFLAMMATION, FOCAL ULCERATIVE
M-40032	INFLAMMATION, DIFFUSE ULCERATIVE
M-40040	INFLAMMATION, EROSIVE, NOS
M-40160	INFLAMMATION, GIANT CELL
M-40200	INFLAMMATION, DIFFUSE (CELLULITIS)
M-40300	INFLAMMATION, SEROUS, NOS
M-40400	INFLAMMATION, EXUDATIVE, NOS
M-40401	INFLAMMATION, EXUDATIVE, FOCAL
M-40403	INFLAMMATION, EXUDATIVE, MULTIFOCAL
M-40410	Inflammation, Purulent
M-40460	PUS (HYPOPYON)
M-40480	INFLAMMATION, MUCUS PRODUCING
M-40500	INFLAMMATION, FIBRINOUS, NOS
M-40501	INFLAMMATION, FIBRINOUS, FOCAL
M-40590	INFLAMMATION, PSEUDOMEMBRANDUS, NOS
M-40600	INFLAMMATION, HEMORRHAGIC, NOS
M-40700	INFLAMMATION, NECROTIZING, NOS
M-40701	INFLAMMATION, FOCAL NECROTIZING
M-40800	INFLAMMATION, VESICULAR, NOS
M-41000	INFLAMMATION, ACUTE, NOS
M-41001	INFLAMMATION, ACUTE FOCAL
M-41002	INFLAMMATION, ACUTE DIFFUSE
M-41030	INFLAMMATION, ACUTE ULCERATIVE
M-41031	INFLAMMATION, ACUTE FOCAL ULCERATIVE
M-41300	INFLAMMATION, ACUTE SEROUS
M-41400	INFLAMMATION, ACUTE EXUDATIVE, NOS
M-41401	INFLAMMATION, ACUTE FOCAL EXUDATIVE
M-41500	INFLAMMATION, ACUTE FIBRINOUS, NOS
M-41540	INFLAMMATION, ACUTE MEMBRANOUS
M-41590	INFLAMMATION, ACUTE PSEUDOMEMBRANOUS
M-41600	INFLAMMATION, ACUTE HEMORRHAGIC
M-41601	INFLAMMATION, ACUTE, HEMORRHAGIC, FOCAL
M-41616	CRYPT ABSCESS
M-41700	INFLAMMATION, ACUTE NECROTIZING
M-41740	ABSCESS, NOS
M-41741	ABSCESS, FOCAL
M-41750	INFLAMMATION, ACUTE PUSTULAR
M-41760	FURUNCLE
M-41770	ABSCESS, DRAINING
M-41771	ABSCESS CAVITY
M-41780	MICROABSCESS
M-41783	MICROABSCESS, MULTIFOCAL
M-42000	INFLAMMATION, SUBACUTE, NOS
M-42100	INFLAMMATION, ACUTE AND CHRONIC, NOS
M-43000	INFLAMMATION, CHRONIC, NOS
M-43001	INFLAMMATION, CHRONIC FOCAL
M-43030	INFLAMMATION, CHRONIC ULCERATIVE
M-43039	INFLAMMATION, HEALED CHRONIC ULCERATIVE
M-43060	INFLAMMATION, PLASMACYTIC
M-43070	HISTIOCYTIC INFILTRATE, NOS
M-43130	LYMPHOCYTIC INFLAMMATORY CELL INFILTRATE, NOS
M-43140	CHRONIC INTERSTITIAL PNEUMONIA
M-43141	FOCAL INTERSTITIAL PNEUMONITIS
M-43200	INFLAMMATION, CHRONIC DIFFUSE
M-43400	INFLAMMATION, CHRONIC EXUDATIVE, NOS
M-43500	INFLAMATION, CHRONIC CATARRHAL
M-43700	INFLAMMATION, CHRONIC NECROTIZING, NOS
M-43740	ABSCESS, CHRONIC
M-43800	INFLAMMATION, CHRONIC CYSTIC
M-44000	INFLAMMATION, GRANULOMATOUS, NOS
M-44001	INFLAMMATION, FOCAL GRANULOMATOUS
M-44030	INFLAMMATION PYOGRANULOMATOUS
M-44040	XANTHOGRANULOMA
M-44050	EOSINOPHILIC GRANULOMA
M-44060	INFLAMMATION, MILIARY GRANULOMATOUS
M-44140	FOREIGN BODY GIANT CELL REACTION
M-44160	REACTION, GIANT CELL, TOUTON TYPE
M-44180	SPERMATOGENIC GRANULOMA
M-44200	INFLAMMATION, NON-NECROTIZING GRANULOMATOUS
M-44400	INFLAMMATION, EXUDATIVE GRANULOMATOUS, NOS
M-44440	GRANULOMA PYOGENICUM
M-44700	INFLAMMATION, NECROTIZING, GRANULOMATOUS
M-44750	NOMA
M-44760	INFLAMMATION, CALCIFIED GRANULOMATOUS
M-44770	GHON TUBERCLE
M-44800	INFLAMMATION, VESICULAR
M-44900	INFLAMMATION, FIBRINOID NECROTIZING, NOS
M-45000	INFLAMMATION WITH FIBROSIS, NOS
M-45020	GRANULATION TISSUE
M-45080	PANNUS
M-46000	INFLAMMATION WITH MECHANICAL ABNORMALITY, NOS
M-46070	ENDOCARDITIS, VERRUCOUS
M-46209	INFLAMMATION WITH CAVITATION, CHRONIC
M-46300	FISTULA, INFLAMMATORY
M-46340	INFLAMMATORY SINUS TRACT
M-46700	INFLAMMATION, PROLIFERATIVE
M-46701	INFLAMMATION, PROLIFERATIVE, FOCAL
M-46810	GLOMERULONEPHRITIS, PROLIFERATIVE
M-46840	GLOMERULONEPHRITIS, MEMBRANOPROLIFERATIVE
M-47000	INFLAMMATORY CELL INFILTRATION, NOS
M-47110	NEUTROPHILIC INFILTRATION
M-47120	INFLAMMATORY CELL INFILTRATION, SUBACUTE, NOS
M-47150	EOSINOPHILIC INFILTRATION
M-47190	LYMPHORETICULAR CELL INFILTRATION
M-47191	LYMPHOCYTIC INFLAMMATORY CELL INFILTRATE, FOCAL
M-47200	PLASMA CELL INFILTRATION
M-47420	FURUNCULOSIS
M-47610	ALLERGIC CONTACT DERMATITIS
M-47800	PERIVASCULITIS
M-47830	NODULAR TENOSYNOVITIS
M-48002	DERMATITIS, ECZEMATOUS, EXUDATIVE
M-48005	DERMATITIS, ECZEMATOUS, SCALING
M-48008	DERMATITIS, ECZEMATOUS, DESQUAMATIVE
M-48090	XEROSIS (DRY CHAPPED SKIN)
M-48190	EXFOLIATIVE DERMATITIS, GENERALIZED, NOS
M-48400	ERYTHEMA
M-48820	DERMATITIS, SEBORRHEIC
M-48830	PSORIASIS, NOS
M-48880	PITYRIASIS ROSEA
M-48890	LICHENOID DERMATITIS
M-49000	FIBROSIS
M-49001	FIBROSIS, FOCAL
M-49002	FIBROSIS, DIFFUSE
M-49004	FIBROSIS, MULTIFOCAL
M-49020	FIBROSCLEROSIS
M-49060	SCAR, NOS
M-49090	FIBROUS PLAQUE
M-49130	FIBROUS THICKENING
M-49160	GLIOSIS
M-49210	FIBROSIS, DEFORMING
M-49400	ADHESION
M-49420	ADHESION, FIBRINOUS
M-49430	ADHESION, FIBROUS
M-49470	SYNECHIA, ANTERIOR
M-49480	SYNECHIA, POSTERIOR
M-49500	CIRRHOSIS, NOS
M-49570	CIRRHOSIS, CARDIAC
M-49590	CIRRHOSIS, BILIARY
M-49610	FIBROSIS, PIPESTEM
M-49620	FIBROSIS, SEPTAL, LIVER
M-49680	CIRRHOSIS, POSTNECROTIC
M-49720	KELOID
M-49730	SCAR, HYPERPLASTIC
M-49770	NEUROMA, TRAUMATIC
M-49900	NEW BONE FORMATION, NOS
M-49910	OSTEOSCLEROSIS
M-49920	BONY CALLUS
M-50000	DEGENERATION, NOS
M-50006	DEGENERATION, ATROPHIC
M-50030	DEGENERATION, CYSTIC
M-50050	DEGENERATION, GRANULAR
M-50060	DEGENERATION, HYALINE
M-50061	HYALINIZATION, FOCAL
M-50070	DEGENERATION, HYDROPIC
M-50080	DEGENERATION, FATTY
M-50081	DEGENERATION, FOCAL, FATTY
M-50110	DEGENERATION, BALLOONING
M-50160	Degeneration, fibromyxomatous
M-50210	OSTEOPOROSIS
M-50230	DEGENERATIVE ARTHRITIS
M-50360	DEGENERATION, WALLERIAN
M-50410	DEMYELINATION
M-50470	DEGENERATION, SECONDARY, NOS
M-50560	DEGENERATION, SPONGY
M-50810	ACIDOPHILIC BODY (SPHEROID)
M-51100	CATARACT
M-51120	CATARACT, MATURE
M-51140	CATARACT, IMMATURE
M-51500	CYTOLYSIS, NOS
M-51520	Collagenolysis
M-51530	OSTEOLYSIS
M-51570	Acantholysis
M-51600	CYTOPATHIC EFFECT
M-52000	ARTERIOSCLEROSIS
M-52010	ARTERIOSCLEROSIS OBLITERANS
M-52030	ARTERIOSCLEROSIS, MONCKEBERGS
M-52100	ATHEROMA, NOS
M-52110	ATHEROSCLEROSIS
M-52120	ATHEROSCLEROTIC FIBROUS PLAQUE
M-52130	FATTY STREAKS
M-52200	ARTERIOLOSCLEROSIS
M-52300	FIBROELASTOSIS
M-52320	SCLEROSIS, ENDOMYOCARDIAL
M-52420	MEDIAL CALCIFICATION
M-52500	PHLEBOSCLEROSIS
M-52600	ENDOCARDIOSIS, NOS
M-53100	NEPHROSIS
M-53120	NEPHROSIS, HEMOGLOBINURIC
M-53140	NEPHROSIS, CHOLEMIC
M-53150	NECROSIS, ACUTE TUBULAR
M-53160	NEPHROSIS, LIPOID
M-53170	NEPHROSIS, OSMOTIC
M-53180	NEPHROSIS, HYALINE DROPLET
M-53300	GLOMERULOSCLEROSIS
M-53320	DIABETIC GLOMERULOSCLEROSIS
M-54000	NECROSIS, NOS
M-54001	NECROSIS, FOCAL
M-54002	NECROSIS, DIFFUSE
M-54004	NECROSIS, MULTIFOCAL
M-54010	NECROTIC DEBRIS, NOS
M-54030	NECROSIS, ASEPTIC
M-54040	NECROSIS, HEMORRHAGIC
M-54060	NECROSIS, COAGULATIVE
M-54061	NECROSIS, COAGULATIVE, FOCAL
M-54062	NECROSIS, COAGULATIVE DIFFUSE
M-54063	NECROSIS, COAGULATIVE, MULTIFOCAL
M-54080	NECROSIS, CASEOUS
M-54081	NECROSIS, CASEOUS, FOCAL
M-54082	NECROSIS, DIFFUSE CASEOUS
M-54083	NECROSIS, CASEOUS, MULTIFOCAL
M-54090	NECROSIS, FIBRINOID
M-54110	NECROSIS, FAT
M-54111	Necrosis, fat w/ saponification
M-54120	NECROSIS, ZONAL
M-54150	NECROSIS, NEOPLASM (ONCOLYSIS)
M-54185	APOPTOSIS
M-54200	NECROSIS, ISCHEMIC, NOS
M-54270	SLOUGH
M-54310	AUTOLYSIS
M-54330	LIVOR MORTIS
M-54360	MUMMIFICATION
M-54381	ODOR, FOUL
M-54400	MALACIA, NOS
M-54600	GANGRENE
M-54620	GANGRENE, DRY
M-54630	GANGRENE WET
M-54700	INFARCT
M-54701	INFARCT, FOCAL
M-54704	INFARCT, RUPTURED
M-54720	INFARCT, ACUTE
M-54730	INFARCT, HEMORRHAGIC
M-54740	INFARCT, ANEMIC
M-54750	INFARCT, HEALED
M-54760	INFARCT, SEPTIC
M-55000	DEPOSITION
M-55030	CORPORA AMYLACEA
M-55040	DEPOSITION, FIBRIN
M-55050	Deposition, glycogen
M-55100	DEPOSITION, AMYLOID
M-55102	SECONDARY AMYLOIDOSIS
M-55110	AMYLOIDOSIS, FOCAL
M-55200	FATTY DEPOSITION (LIPIDOSIS), NOS
M-55240	DEPOSITION, CHOLESTEROL
M-55250	CHOLESTEROLOSIS
M-55280	INFILTRATION, FATTY
M-55300	DEPOSITION, XANTHOMATOUS
M-55350	XANTHOMA, DIFFUSE
M-55400	Deposition, mineral (calcium)
M-55401	CALCIFICATION, FOCAL
M-55402	CALCIFICATION, DIFFUSE
M-55430	MINERALIZATION, DYSTROPHIC
M-55500	CALCINOSIS, NOS
M-55570	CALCINOSIS CIRCUMSCRIPTA
M-55590	PSAMMOMA BODIES
M-55700	DEPOSITION OF FOREIGN MATERIAL
M-55710	Deposition of material, endogenous
M-55720	DEPOSITION OF CRYSTALLINE MATERIAL
M-55770	DEPOSITION OF COAL
M-56020	LIPODYSTROPHY
M-56530	NAIL OVERGROWTH
M-57000	PIGMENTATION, NOS
M-57100	PIGMENT ALTERATION, NOS
M-57140	DEPIGMENTATION
M-57160	VITILIGO
M-57170	HYPERPIGMENTATION
M-57210	MELANOSIS, NOS
M-57260	EPHELIS
M-57400	PIGMENTATION, HEMOGLOBIN, NOS
M-57500	PIGMENTATION, HEMOSIDERIN, NOS
M-57510	HEMOSIDEROSIS, NOS
M-57520	GAMMA-GANDY BODY (FIBRO-SIDEROTIC NODULE)
M-57570	HEMOSIDERIN-LADEN MACROPHAGES
M-57600	ICTERUS, NOS
M-57700	FAT PIGMENT, NOS
M-57740	PIGMENTATION, LIPOCHROME
M-57800	PIGMENTATION, HEAVY METAL, NOS
M-58000	ATROPHY, NOS
M-58001	ATROPHY, FOCAL (LOSS OF PARIETAL CELLS)
M-58010	ATROPHY, PRIMARY
M-58020	ATROPHY, SECONDARY
M-58030	ATROPHY, POST-INFLAMMATORY
M-58040	ABIOTROPHY
M-58050	ATROPHY, CYSTIC
M-58080	ATROPHY, SEROUS
M-58090	ATROPHY, NUMERIC
M-58100	ATROPHY, BROWN
M-58110	ATROPHY, SENILE
M-58120	ATROPHY, PRESSURE
M-58130	ATROPHY, NEUROTROPHIC
M-58150	ATROPHY, EXHAUSTION
M-58160	ATROPHY, INVOLUTIONAL
M-58170	ATROPHY, DISUSE
M-58260	DERMATITIS ATROPHICANS
M-58300	ATROPHY, STEROID
M-58500	PHTHISIS BULBI
M-58600	ALOPECIA
M-59000	DEPLETION
M-59030	DEPLETION, LIPID
M-59040	DEPLETION, GLYCOGEN
M-59070	OSTEOPENIA
M-59080	DECALCIFICATION
M-59100	CYTOPENIA, NOS
M-59180	OSTEOPENIA
M-62011	ANUCLEAR SQUAME
M-62220	CONTRACTION BANDS
M-65000	NUCLEAR ALTERATION
M-65050	KARYORRHEXIS
M-65110	MACRONUCLEUS/NUCLEAR ENLARGEMENT
M-65120	NUCLEAR PYKNOSIS
M-65500	INCLUSION BODY, INTRANUCLEAR
M-65540	NUCLEAR CRYSTALLINE AGGREGATE
M-65560	NUCLEAR VACUOLIZATION
M-65770	MARGINATION OF CHROMATIN
M-66000	CYTOPLASMIC ALTERATION (DEGRANULATION)
M-66040	CYTOPLASMIC VACUOLIZATION
M-66700	INCLUSION BODY, INTRACYTOPLASMIC
M-66730	CYTOPLASMIC GRANULATION
M-66740	CYTOPLASMIC MACROMOLECULE AGGREGATE
M-67010	PLASMA MEMBRANE COATING ALTERATION, NOS
M-68100	BASEMENT MEMBRANE ALTERATION
M-68130	MEMBRANOUS GLOMERULONEPHRITIS
M-68550	INCREASED MESANGIAL MATRIX
M-69000	CYTOLOGIC ALTERATION, NOS
M-69050	SATELLITOSIS
M-69060	NEURONOPHAGIA
M-69200	CELL SIZE ALTERATION
M-69210	GIANT CELLS
M-69420	SYNCYTIAL CELLS
M-69500	CELL CONTENT ALTERATION
M-69510	PHAGOCYTIC CELL
M-69530	GLYCOGENIC CELL
M-69560	ERYTHROPHAGOCYTOSIS
M-69700	ATYPIA, CYTOLOGIC, NOS
M-70000	GROWTH ALTERATION
M-70010	ENDOCHONDRAL OSSIFICATION
M-70110	GROWTH RETARDATION
M-70120	DWARF
M-70700	EMACIATION
M-70800	INVOLUTION
M-71000	HYPERTROPHY
M-71003	DIFFUSE ENLARGEMENT
M-71010	IDIOPATHIC CARDIAC HYPERTROPHY
M-71050	PROGNATHISM
M-71070	HYPERTROPHY, CONGESTIVE
M-71330	HYPERTROPHY, GIANT RUGAL
M-71430	BONY OVERGROWTH
M-71440	EXOSTOSIS
M-71450	HYPEROSTOSIS, NOS
M-71600	GOITER, NOS
M-71640	GOITER, ADENOMATOUS
M-71800	OBESITY
M-72000	HYPERPLASIA
M-72001	HYPERPLASIA, FOCAL
M-72003	HYPERPLASIA, DIFFUSE
M-72004	HYPERPLASIA, MULTIFOCAL
M-72020	HYPERPLASIA, SECONDARY
M-72030	HYPERPLASIA, NODULAR, NOS
M-72035	HYPERPLASIA, EPITHELIAL
M-72036	HYPERPLASIA, EPITHELIAL, FOCAL
M-72050	HYPERPLASIA, PAPILLARY
M-72060	HYPERPLASIA, CYSTIC
M-72090	HYPERPLASIA, PSEUDOEPITHELIOMATOUS
M-72120	HYPERPLASIA-BASAL CELL
M-72150	HYPERPLASIA, PLASMA CELL
M-72160	Hyperplasia, type II pneumocyte
M-72170	HYPERPLASIA, INTRADUCTAL
M-72180	HYPERPLASIA OF RETICULUM CELL
M-72200	HYPERPLASIA, LYMPHOID, NOS
M-72201	HYPERPLASIA, LYMPHOID, FOCAL
M-72202	HYPERPLASIA, LYMPHOID, MULTIFOCAL
M-72203	HYPERPLASIA, LYMPHOID, DIFFUSE
M-72205	HYPERPLASIA, LYMPHOID, ATYPICAL
M-72260	BENIGN ANGIOFOLLICULAR HYPERPLASIA
M-72280	ANGIOBLASTIC LYMPHADENOPATHY
M-72400	HYPERPLASIA, GLANDULAR AND STROMAL
M-72420	HYPERPLASIA, GLANDULAR (ADENOMATOUS)
M-72424	HYPERPLASIA, ADENOMATOUS, DISSEMINATED
M-72425	Hyperplasia, adenomatous
M-72600	HYPERKERATOSIS
M-72710	ACANTHOSIS, NOS
M-72720	LICHENIFICATION
M-72740	CLAVUS
M-72750	BASAL CELL PAPILLOMA
M-72800	PITTED KERATOLYSIS
M-72830	PLAQUE
M-72850	KERATOSIS, ACTINIC
M-73000	METAPLASIA, NOS
M-73050	METAPLASIA, ONCOCYTIC
M-73200	EPITHELIALIZATION
M-73240	KERATINIZATION, METAPLASTIC
M-73300	METAPLASIA GLANDULAR
M-73340	URETERITIS CYSTICA
M-73370	CYSTITIS CYSTICA
M-73400	METAPLASIA, OSSEOUS
M-73500	EXTRAMEDULLARY HEMATOPOIESIS
M-74000	DYSPLASIA
M-74030	PARAKERATOSIS, NOS
M-74300	CYSTIC DISEASE
M-74320	CHRONIC CYSTIC MASTITIS
M-74840	OSTEITIS FIBROSA CYSTICA
M-75300	HYPOPLASIA
M-75320	HYPOPLASIA, LYMPHOCYTIC
M-75400	APLASIA, NOS
M-75500	HAMARTOMA
M-75540	BIRTHMARK
M-75900	MATURATION DISORDER, HEMATOPOIETIC, NOS
M-75920	HEMATOPOIETIC MATURATION ARREST
M-75930	MATURATION ALTERATION, HEMATOPOIETIC, LEFT SHIFT
M-75940	MATURATION ALTERATION, HEMATOPOIETIC, RIGHT SHIFT
M-75950	ERYTHROPOIESIS, MEGALOBLASTIC
M-76000	PROLIFERATION, NOS
M-76100	FIBROMATOSIS, NOS
M-76101	FIBROMATOSIS, FOCAL
M-76103	FIBROMATOSIS, DIFFUSE
M-76170	CICATRICIAL FIBROMATOSIS (REACTIVE)
M-76300	TELANGIECTASIS
M-76310	HEMANGIOMATOSIS
M-76400	LYMPHANGIECTASIS, NOS
M-76500	ENDOMETRIOSIS
M-76510	ADENOMYOSIS
M-76600	VERRUCA, NOS
M-76800	POLYP
M-76810	FIBROEPITHELIAL PAPILLOMA
M-76830	INFLAMMATORY FIBROID POLYP
M-76850	EPULIS
M-77600	LEUKOCYTOSIS
M-77620	ERYTHROBLASTOSIS
M-77700	POLYCYTHEMIA, NOS
M-77810	SINUS HISTIOCYTOSIS
M-77940	LYMPHADENOPATHY, MASSIVE, WITH SINUS HISTIOCYTOSIS
M-78170	LYMPHOCYTE, ATYPICAL
M-78560	L. E. CELL
M-78740	ROULEAUX FORMATION
M-79000	CYCLIC TISSUE ALTERATION, NOS
M-79130	LACTATION ALTERATION
M-79310	ENDOMETRIUM, PROLIFERATIVE
M-79320	ENDOMETRIUM, SECRETORY
M-79330	MENSTRUAL ENDOMETRIUM
M-79370	ATROPHIC ENDOMETRIUM
M-79410	ENDOMETRIAL GESTATIONAL ALTERATION
M-79500	DECIDUAL ALTERATION
M-79510	DECIDUAL FRAGMENTS
M-79610	CYSTIC OVARIAN FOLLICLE
M-79690	CORPUS LUTEUM OF PREGNANCY
M-79900	REGENERATION
M-80000	NEOPLASM, BENIGN
M-80001	NEOPLASM, NOS
M-80003	MALIGNANT TUMOR
M-80006	METASTATIC TUMOR
M-80102	CARCINOMA IN SITU
M-80103	CARCINOMA, NOS
M-80106	METASTATIC CARCINOMA
M-80110	EPITHELIOMA, BENIGN
M-80203	CARCINOMA, UNDIFFERENTIATED TYPE, NOS
M-80500	PAPILLOMA, NOS
M-80520	SQUAMOUS CELL PAPILLOMA
M-80523	PAPILLARY SQUAMOUS CELL CARCINOMA
M-80600	PAPILLOMATOSIS
M-80703	SQUAMOUS CELL CARCINOMA
M-80901	BASAL CELL TUMOR
M-80903	BASAL CELL CARCINOMA
M-80943	BASOSQUAMOUS CARCINOMA
M-80946	BASOSQUAMOUS CARCINOMA, METASTATIC
M-81000	TRICHOEPITHELIOMA
M-81010	TRICHOFOLLICULOMA
M-81100	PILOMATRIXOMA
M-81200	PAPILLOMA, TRANSITIONAL CELL
M-81203	TRANSITIONAL CELL CARCINOMA, NOS
M-81303	PAPILLARY TRANSITIONAL CELL CARCINOMA
M-81400	ADENOMA
M-81403	ADENOCARCINOMA
M-81406	ADENOCARCINOMA, METASTATIC
M-81470	BASAL CELL ADENOMA
M-81500	ISLET CELL ADENOMA
M-81505	Islet cell tumor
M-81510	INSULINOMA, NOS
M-81600	BILE DUCT ADENOMA
M-81603	BILE DUCT CARCINOMA
M-81606	METASTATIC BILE DUCT CARCINOMA
M-81700	HEPATOMA
M-81703	HEPATOCARCINOMA
M-81706	METASTATIC HEPATOCELLULAR CARCINOMA
M-82100	ADENOMATOUS POLYP
M-82103	Adenocarcinoma, polypoid
M-82200	POLYPOSIS
M-82401	Carcinoid Tumor, NOS
M-82501	PULMONARY ADENOMATOSIS
M-82503	BRONCHIOLAR ADENOCARCINOMA
M-82603	PAPILLARY ADENOCARCINOMA
M-82613	ADENOCARCINOMA IN VILLOUS ADENOMA
M-82700	CHROMOPHOBE ADENOMA (T-91)
M-82800	ACIDOPHIL ADENOMA
M-82900	ONCOCYTOMA
M-83123	RENAL CELL CARCINOMA
M-83210	CHIEF CELL ADENOMA
M-83300	FOLLICULAR ADENOMA
M-83303	FOLLICULAR CARCINOMA
M-83700	ADRENAL CORTICAL ADENOMA
M-83900	ADNEXAL TUMOR
M-84040	HIDROCYSTOMA
M-84200	CERUMINOUS ADENOMA
M-84400	CYSTADENOMA, NOS
M-84403	CYSTADENOCARCINOMA, NOS
M-84410	SEROUS CYSTADENOMA, NOS (T-87...)
M-84813	MUCIN-PRODUCING ADENOCARCINOMA
M-85103	ULTIMOBRANCHIAL TUMOR
M-85603	ADENOSQUAMOUS CARCINOMA
M-85606	METASTATIC ADENOSQUAMOUS CARCINOMA
M-85800	THYMOMA, BENIGN
M-86100	LUTEOMA
M-86201	GRANULOSA CELL TUMOR, NOS
M-86400	SERTOLI CELL TUMOR
M-86501	INTERSTITIAL CELL TUMOR, NOS
M-87000	PHEOCHROMOCYTOMA
M-87200	MELANOMA, BENIGN
M-87203	MELANOMA, MALIGNANT
M-87206	MELANOMA, MALIGNANT, METASTATIC SITE
M-88003	SARCOMA, NOS
M-88100	FIBROMA, BENIGN
M-88103	FIBROSARCOMA, NOS
M-88110	MYXOID FIBROMA
M-88113	FIBROMYXOSARCOMA
